V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,uid,Q1,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q8,Q9,Q10,Q11,Q57_4,Q59,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q14,Q17_1,Q17_2,Q17_3,Q17_4,Q18,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q77,Q78_1,Q78_2,Q78_3,Q78_4,Q79,Q80_1,Q80_2,Q80_3,Q80_4,Q81,Q82_1,Q82_2,Q82_3,Q82_4,Q83,Q19,Q20_1,Q20_2,Q20_3,Q20_4,Q21,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26_1,Q26_2,Q26_3,Q26_4,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q29,Q33,Q34_4,Q35_4,Q36_4,Q37_4,Q30,Q31_4,Q32_4,Q38,Q39_4,Q40_4,Q41_1,Q41_2,Q41_3,Q41_4,Q42,Q43,Q44,Q72,Q73,Q68_1,Q68_2,Q68_3,Q68_4,Q68_5,Q68_6,Q68_7,Q68_8,Q68_9,Q68_10,Q45_1,Q45_2,Q45_3,Q45_4,Q46,Q47_1,Q47_2,Q47_3,Q47_4,Q47_5,Q47_6,Q47_7,Q47_8,Q47_9,Q48,Q49_1,Q49_2,Q49_3,Q49_4,Q49_5,Q49_6,Q49_7,Q49_8,Q49_9,Q50,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q51_7,Q52_1,Q52_2,Q52_3,Q52_4,Q76,Q53_1,Q54,Q55,Q56,Q58,Q62,Q63,Q60,Q84_1,Q84_2,Q84_3,Q84_4,Q85,Q61_1,Q70_1,DO-BR-FL_4,DO-BL-Publicsectorattitudes,DO-BL-Specificfacilities(OUTCOME),LocationLatitude,LocationLongitude,LocationAccuracy
R_3dSmNTY6mgY2BrH,Default Response Set,Anonymous,,,207.232.36.10,0,16/12/2015 15:28,16/12/2015 15:34,1,5346953,1,14.132,32.777,34.001,4,1,3,5,4,6.987,50.117,51.287,5,1,2,2,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13.055,13.055,14.205,1,2,9.443,9.443,10.49,1,5,7.74,7.74,11.244,1,1,5.962,42.065,47.978,10,1,,6,4,6,4,1,5,5,1,6,5,9.36,34.441,36.217,6,2,1,1,1,1,,,,,,1,,,,,3.682,21.902,25.293,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.126,31.246,32.808,7,1,35,6,1,2,רמת גן,2,1,,9.02,16.042,17.676,2,1,6,4,Figures (TREATMENT),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q34|Q36|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_3sp3IApAXd7obZy,Default Response Set,Anonymous,,,212.12.38.100,0,16/12/2015 15:31,16/12/2015 15:34,1,5346789,1,6.57,13.307,14.459,4,1,3,3,3,2.914,18.284,19.433,8,1,4,3,2,0,1,,,,,,,,,,,,,,,,,1,2.077,3.426,5.114,2,2,1.204,3.492,4.768,2,3,0.682,2.104,3.321,2,1,,,,,,,,,,,,,,,,,1.516,3.43,4.22,2,1,,1,1,1,1,1,10,10,1,6,6,3.768,27.545,28.767,9,2,1,2,1,1,1,,,,,,,,,,3.686,19.487,20.57,9,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.338,27.564,32.391,12,1,24,8,1,2,גבעתיים,2,1,איכות שירות,5.644,9.97,10.843,3,1,7,1,Figures (PLACEBO),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q36|Q34|Q37|Q35|Q30|Q31|Q32|Q38|Q39|Q40,53.55000305,10,-1
R_1P8aGN48iyGA10o,Default Response Set,Anonymous,,,80.230.40.83,0,16/12/2015 15:30,16/12/2015 15:35,1,5346709,1,7.441,14.699,16.065,3,1,1,3,1,5.232,22.382,24.307,6,1,2,1,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.184,3.184,5.831,1,2,5.765,5.765,7.711,1,3,4.001,4.001,5.987,1,1,6.519,6.519,11.116,1,1,,5,5,5,5,1,1,3,1,1,,5.028,22.412,36.886,5,1,6,2,1,1,,,,,,,,,,,6.25,22.505,23.672,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.897,35.408,38.883,7,1,62,4,2,1,רמת גן,1,1,,9.062,27.689,29.178,3,1,4,5,Figures (TREATMENT),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q34|Q35|Q36|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2YaZAKuRtn3WMss,Default Response Set,Anonymous,,,194.90.40.125,0,16/12/2015 15:31,16/12/2015 15:36,1,5347493,1,5.482,12.659,13.915,3,1,2,4,2,4.539,24.508,25.711,7,1,3,4,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.016,6.016,7.148,1,1,3.014,3.014,4.063,1,3,2.208,2.208,3.102,1,1,3.783,38.781,40.266,21,1,,8,6,8,7,1,3,2,1,9,9,4.857,22.361,40.617,5,2,1,3,2,3,,,,,,,,,,,6.966,39.604,40.574,8,2,1,,,,,,,,,2,,,1,,,,,,,1,,,,,,,1,2.24,35.064,56.433,13,1,30,7,1,2,רמת גן,2,1,היענות ואמינות בשאלונים?,15.385,24.342,24.885,2,1,9,4,Figures (TREATMENT),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q37|Q34|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,31.96420288,34.80439758,-1
R_0ixB1H6cMDDzJ8R,Default Response Set,Anonymous,,,132.71.64.4,0,16/12/2015 15:27,16/12/2015 15:36,1,5346785,1,12.371,23.428,24.415,4,1,6,5,6,95.111,118.692,119.792,5,1,5,4,5,7,2,,,,,,,,,,,,,,,,,1,10.282,10.282,11.402,1,1,2.631,2.631,4.876,1,3,2.143,2.143,3.25,1,1,,,,,,,,,,,,,,,,,12.231,65.947,66.99,10,1,,7,6,5,4,1,8,7,1,7,7,10.515,112.597,139.036,5,1,6,2,2,1,,,,,,,,,,,4.917,43.621,45.628,8,1,,,,,,,,,1,2,,,,,,,1,,,1,,,,,,,1,5.354,54.26,77.925,8,1,20,6,3,2,בני ברק,2,1,יחס כלפי שירותי הציבור והמדינה.,12.953,20.586,22.113,2,1,6,7,Figures (PLACEBO),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q36|Q37|Q34|Q35|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_DcmfKI0IY3pF19T,Default Response Set,Anonymous,,,149.50.78.40,0,16/12/2015 15:27,16/12/2015 15:36,1,5346723,1,13.298,28.138,29.387,5,1,6,1,6,11.356,46.421,47.837,6,1,4,4,5,7,1,1,4.057,4.057,6.089,1,2,7.005,7.005,8.61,1,3,12.5,12.5,17.833,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.898,52.278,54.501,13,1,,10,10,10,10,1,7,7,1,1,1,8.677,34.456,67.669,5,2,1,2,1,1,,,,,,,,,,,11.145,40.013,41.954,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,5.777,76.127,132.898,12,1,62,5,1,1,רמת גן,1,1,מצב התשתיות ורצון התושבים באנרגיה מים תחבורה כבישים ,7.244,10.446,11.348,2,1,10,2,Figures (CONTROL),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q36|Q34|Q37|Q35|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_1qg4Ilkg8Udqb4H,Default Response Set,Anonymous,,,193.34.57.101,0,16/12/2015 15:31,16/12/2015 15:37,1,5347349,1,10.188,43.053,43.811,8,1,2,2,5,6.062,6.631,8.676,2,1,1,1,1,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.946,3.946,5.793,1,1,4.911,4.911,8.799,1,3,1.803,1.803,2.899,1,1,2.419,2.419,5.167,1,1,,6,7,5,5,1,4,3,1,7,5,4.65,19.057,35.857,5,1,6,1,1,1,,,,,,,,,,,8.241,26.215,27.19,6,2,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,2.04,30.216,39.869,10,1,22,4,4,2,רמת גן,2,1,שביעות רצון מהשירותים הציבורים,7.756,14.836,15.641,2,1,7,1,Figures (TREATMENT),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q34|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2uquspBArMHRBDL,Default Response Set,Anonymous,,,80.74.101.13,0,16/12/2015 15:30,16/12/2015 15:37,1,5347390,1,6.933,20.949,23.909,5,1,2,2,3,3.215,3.215,5.088,1,1,2,2,3,6,5,,,,,,,,,,,,,,,,,1,9.248,9.248,10.365,1,5,21.746,21.746,22.935,1,5,3.017,54.521,55.526,2,5,,,,,,,,,,,,,,,,,4.432,50.668,51.901,17,1,,2,2,3,1,1,3,3,1,5,6,5.299,26.363,46.393,5,1,6,1,1,1,,,,,,,,,,,16.513,40.321,41.719,7,1,,,,,,,,,1,1,,,,,,,,,1,2,,,,1,,,,4.586,64.288,71.792,11,1,26,7,2,2,רמת גן,2,1,שביעות רצון מהתשתיות בישראל. לא יודעת כמה היא תשתפר ואם מישהו יתייחס לתשובות,1.972,1.972,2.695,1,1,10,1,Figures (PLACEBO),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q36|Q34|Q35|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_28HXlby3vTS38rD,Default Response Set,Anonymous,,,84.95.215.123,0,16/12/2015 15:34,16/12/2015 15:38,1,5346569,1,2.763,5.403,6.061,3,1,1,3,3,2.524,2.524,4.129,1,1,2,2,1,2,2,1,4.294,5.646,6.556,2,2,2.44,4.24,5.571,2,3,1.861,1.861,2.651,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.297,2.297,4.535,1,1,,4,3,3,4,1,5,4,1,4,3,3.662,13.646,23.407,5,3,2,2,1,1,,,,,,,,,,,1.896,14.168,15.136,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,2.983,48.443,54.486,8,1,33,8,3,1,רמת גן,1,1,היחס שלי לתחבורה ותשתיות,1.697,3.795,4.246,3,1,5,3,Figures (CONTROL),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q37|Q34|Q35|Q36|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_23W8IiV4I0C7Gua,Default Response Set,Anonymous,,,132.77.64.230,0,16/12/2015 15:32,16/12/2015 15:38,1,5346532,1,9.128,17.824,18.844,4,1,3,3,6,4.786,28.353,29.299,5,1,2,2,3,6,5,,,,,,,,,,,,,,,,,1,4.442,4.442,5.872,1,1,5.434,5.434,7.456,1,3,2.204,2.204,3.37,1,1,,,,,,,,,,,,,,,,,9.277,35.481,36.209,10,1,,8,7,8,6,1,7,7,1,4,2,4.816,29.816,103.526,5,1,6,1,1,3,,,,,,,,,,,5.845,24.517,26.525,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.439,71.909,76.827,12,1,27,7,4,1,רמת גן,1,1,שביעות רצון מתשיות (מים חשמל גז וכו'),9.019,14.876,15.605,2,1,2,8,Figures (PLACEBO),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q35|Q34|Q36|Q37|Q30|Q31|Q32|Q38|Q39|Q40,31.89689636,34.81860352,-1
R_1EXVa6M6I1VMNnX,Default Response Set,Anonymous,,,109.66.146.13,0,16/12/2015 15:29,16/12/2015 15:38,1,5347389,1,10.171,34.713,35.699,6,1,2,4,3,9.75,49.141,50.63,10,1,3,3,3,5,2,1,3.425,11.982,13.854,2,1,2.397,6.256,8.275,2,3,4.785,13.125,14.771,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.997,9.538,11.098,2,1,,6,6,6,6,1,7,6,1,9,9,5.726,66.189,87.584,10,1,6,2,3,1,,,,,,,,,,,8.041,40.446,41.695,10,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,6.399,80.986,90.238,13,1,29,3,3,1,רמת גן,2,1,,22.704,45.939,47.025,6,1,8,1,Figures (CONTROL),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q37|Q34|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_1EcFajEItwYvMuP,Default Response Set,Anonymous,,,80.74.100.114,0,16/12/2015 15:33,16/12/2015 15:38,1,5346616,1,7.878,16.03,16.841,4,1,2,3,4,8.171,10.131,11.122,3,1,2,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.262,6.262,7.723,1,2,3.045,3.045,4.594,1,2,2.179,2.179,3.091,1,1,5.499,131.422,132.337,14,1,,4,4,4,2,1,1,1,1,3,,5.757,30.473,31.244,6,3,1,3,2,2,,,1,,,,,,,,3.571,18.499,20.124,3,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,2.981,24.406,51.037,9,1,35,7,2,2,רמת גן,1,1,סקר חוות דעת ואמינות חברות הג חשמל מים וכו / ,8.488,15.066,16.086,3,1,4,2,Figures (TREATMENT),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_24nMErlUtdNBfj2,Default Response Set,Anonymous,,,31.168.147.62,0,16/12/2015 15:35,16/12/2015 15:39,1,5346869,1,6.155,14.595,15.246,3,1,3,4,4,5.451,20.108,21.178,5,1,3,2,2,9,1,,,,,,,,,,,,,,,,,1,3.586,3.586,4.974,1,1,5.02,5.02,6.224,1,3,2.601,2.601,3.464,1,3,,,,,,,,,,,,,,,,,5.775,7.52,7.79,2,1,,5,4,5,3,1,5,5,1,7,,5.099,24.779,25.632,6,3,1,3,1,1,1,,,,,,,,,,2.466,17.095,17.648,7,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,6.463,35.573,56.777,11,1,28,7,4,2,רמת גן,2,1,את הרצון מהשירותים המסופקים על ידי גופים  סמי-ממשלתיים,8.684,15.858,16.684,2,1,8,3,Figures (PLACEBO),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q37|Q34|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_DSHPGSarfl483rr,Default Response Set,Anonymous,,,31.154.25.50,0,16/12/2015 15:09,16/12/2015 15:39,1,5346996,1,10.412,22.591,23.92,3,1,3,2,5,1398.31,1427.067,1430.114,7,1,3,2,3,3,1,1,19.598,59.166,60.528,2,4,16.353,16.353,17.474,1,5,11.543,11.543,12.884,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.601,45.148,46.142,9,1,,4,4,4,4,1,4,3,1,6,5,5.573,27.437,45.455,4,1,,2,1,1,,,,,,,,,,,4.383,14.806,17.559,3,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,7.432,46.176,75.568,8,1,45,7,4,1,רמת גן,2,1,יחס למגזר הציבורי וחברות ממשלתיות,16.254,29,30.397,3,1,8,2,Figures (CONTROL),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q34|Q36|Q37|Q35|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_1P17dubmD6HND47,Default Response Set,Anonymous,,,212.199.78.42,0,16/12/2015 15:31,16/12/2015 15:39,1,5346523,1,9.83,20.207,23.248,3,1,2,3,6,2.197,22.847,23.947,6,1,4,4,5,6,1,1,3.22,3.22,4.463,1,2,6.522,6.522,7.694,1,3,9.093,9.093,10.267,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.175,182.372,184.261,11,1,,4,4,6,2,1,3,5,1,8,,5.051,46.924,48.225,6,3,3,1,1,1,,,1,,,,,,,,3.94,39.198,41.364,10,2,1,1,,,,,,,,1,,,,,,,,,1,2,,,,1,,,,5.878,73.894,75.859,10,1,27,6,3,2,רמת גן,1,1,שביעות רצון מתשתיות בישראל,5.282,9.25,10.037,2,1,9,6,Figures (CONTROL),Q7|Q8|Q10|Q9|Q11|Q57|Q59,Q28|Q29|Q33|Q34|Q36|Q35|Q37|Q30|Q31|Q32|Q38|Q39|Q40,31.5,34.75,-1
R_2v6waRELv639L8i,Default Response Set,Anonymous,,,87.68.45.35,0,16/12/2015 15:30,16/12/2015 15:40,1,5346711,1,15.152,34.323,36.221,3,1,1,1,2,6.944,47.996,49.63,8,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.853,6.269,13.308,2,2,6.602,74.396,75.407,5,3,2.798,4.212,5.15,2,1,4.693,15.889,17.161,3,1,,4,4,4,3,1,1,1,1,4,5,7.993,57.188,59.349,11,3,3,3,2,2,,,1,,,,,,,,5.54,38.367,39.468,6,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,7.222,154.355,159.217,20,1,59,7,3,1,רמת גן,1,1,"שביעות רצון משרותים כלליים במשק, תוך כדי סקירת תיפקודם של מוסדות ציבוריים ממשלתייםהמשפיעים מאוד על חיי היומיום של כולנו.",13.573,31.1,31.993,5,1,10,1,Figures (TREATMENT),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q34|Q35|Q36|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_10Gl0XXqRdplVPu,Default Response Set,Anonymous,,,212.179.146.134,0,16/12/2015 15:34,16/12/2015 15:40,1,5346603,1,13.022,30.43,31.238,3,1,3,4,4,8.484,30.964,32.138,6,1,3,4,3,4,5,,,,,,,,,,,,,,,,,1,4.502,8.606,9.427,3,5,2.473,2.473,3.11,1,3,2.447,2.615,3.404,2,1,,,,,,,,,,,,,,,,,5.239,33.749,35.238,19,1,,7,8,6,8,1,7,7,1,7,,20.696,43.928,62.537,5,1,6,2,1,1,,,,,,,,,,,6.984,42.336,42.945,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,4.082,77.078,77.799,12,1,35,7,1,2,רמת גן,1,1,עמדות לגבי גופים ציבוריים בישראל,6.52,10.656,11.164,2,1,9,3,Figures (PLACEBO),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q37|Q35|Q34|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_viE7kC6OlqFyHBL,Default Response Set,Anonymous,,,31.154.9.242,0,16/12/2015 15:34,16/12/2015 15:40,1,5346628,1,14.005,22.533,24.558,4,1,3,3,5,8.735,30.539,31.739,5,1,3,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.636,2.636,4.199,1,2,4.334,4.334,6.011,1,5,1.653,1.653,2.958,1,1,9.832,45.633,47.241,8,1,,6,4,3,2,1,3,3,1,7,5,4.656,64.914,66.032,8,3,2,2,3,1,,,1,,,,,,,,9.987,34.19,36.011,6,2,1,,,,,,,,,1,,,,,,,,,1,2,,,,,,1,,8.255,8.255,10.34,1,1,37,5,3,1,רמת גן,1,1,התיחסות לתשתיות לאומיות,9.566,15.8,18.351,2,1,7,2,Figures (TREATMENT),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q34|Q35|Q37|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.165802,34.83670044,-1
R_3lXD7PSzyJvYlsT,Default Response Set,Anonymous,,,149.78.47.114,0,16/12/2015 15:32,16/12/2015 15:40,1,5347038,1,9.144,18.093,19.383,3,1,6,6,7,7.5,34.831,36.236,6,1,6,7,6,9,1,,,,,,,,,,,,,,,,,1,20.806,20.806,24.024,1,4,6.547,6.547,7.878,1,3,13.074,13.074,14.068,1,5,,,,,,,,,,,,,,,,,4.847,35.339,38.066,10,1,,9,9,9,9,1,8,8,1,8,9,9.003,58.146,85.822,6,2,1,2,1,1,,,,,,,,,,,6.707,55.177,57.803,7,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,5,53.739,144.316,11,1,55,4,1,1,רמת גן,2,1,כמה אני מרוצה מכל החברות ששאלתם אותי ,24.504,32.345,35.649,2,1,8,10,Figures (PLACEBO),Q7|Q8|Q11|Q9|Q10|Q57|Q59,Q28|Q29|Q33|Q36|Q37|Q35|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_DP5Gz3iDuvuFg5z,Default Response Set,Anonymous,,,213.57.81.114,0,16/12/2015 15:39,16/12/2015 15:43,1,5346556,1,4.537,10.24,11.793,3,1,3,4,5,3.933,25.013,26.349,10,1,3,3,2,4,1,,,,,,,,,,,,,,,,,1,3.802,3.802,4.823,1,2,3.483,3.483,5.935,1,3,1.746,1.746,2.759,1,3,,,,,,,,,,,,,,,,,3.391,107.277,108.045,9,1,,4,4,4,2,1,7,6,1,5,7,2.743,38.748,39.455,9,1,6,1,1,1,,,,,,,,,,1,2.461,14.924,15.604,7,2,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,2.986,26.28,44.047,8,1,30,7,4,2,רמת גן,1,1,רמת שביעות רצון מהתשתיות המסופקות על ידי המגזר הציבורי בישראל,5.987,9.714,10.526,2,1,6,2,Figures (PLACEBO),Q7|Q8|Q10|Q11|Q9|Q57|Q59,Q28|Q29|Q33|Q37|Q34|Q35|Q36|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_2feZhRXmuVumCvW,Default Response Set,Anonymous,,,193.34.57.101,0,16/12/2015 15:37,16/12/2015 15:45,1,5347483,1,9.631,25.095,26.072,4,1,3,4,6,6.38,31.751,33.1,8,1,1,1,2,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10.567,15.016,16.511,2,2,3.806,3.806,6.463,1,3,2.309,2.309,3.336,1,1,5.408,55.617,57.064,21,1,,4,4,3,2,1,6,4,1,8,3,6.72,28.36,46.584,9,3,1,3,1,1,,,,,,,,,,,4.469,23.42,25.531,6,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,3.017,49.455,67.558,19,1,30,8,4,2,רמת גן,2,2,סקר דעת קהל בשל הדיון בעליות החשמל והגז,11.698,19.205,21.27,5,1,9,3,Figures (TREATMENT),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q34|Q36|Q35|Q37|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_27IopFkCt8HF2hT,Default Response Set,Anonymous,,,79.181.142.178,0,16/12/2015 15:37,16/12/2015 15:45,1,5346663,1,10.873,29.311,31.644,6,1,4,3,4,5.816,40.458,43.357,8,1,2,3,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.41,6.41,9.116,1,2,14.93,16.759,19.335,2,3,9.459,11.24,14.563,2,1,12.751,80.843,83.143,15,1,,4,6,7,6,1,2,5,1,6,4,8.613,75.863,78.063,13,2,1,3,1,3,,1,,,,,,,,,6.172,40.322,43.021,11,1,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,1,8.78,95.459,109.528,15,1,53,7,2,1,רמת גן,1,1,התיחסות למיגזר הציבורי-נושא של שירות והשלכותיו,8.855,27.774,29.802,4,1,8,1,Figures (TREATMENT),Q7|Q8|Q9|Q11|Q10|Q57|Q59,Q28|Q29|Q33|Q36|Q35|Q37|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.18170166,34.93580627,-1
R_1jDhcQprPKvcDiK,Default Response Set,Anonymous,,,37.26.149.151,0,16/12/2015 15:37,16/12/2015 15:46,1,5346429,1,12.776,28.541,31.81,3,1,3,5,2,3.93,38.674,40.085,6,1,2,3,3,7,5,1,4.263,4.263,6.302,1,3,5.309,7.026,7.785,2,5,9.073,9.073,10.716,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9.542,0,1,,8,7,7,8,1,4,4,1,7,,5.541,41.809,70.994,6,2,1,2,3,3,,,,,,,,,,,20.28,97.948,100.072,6,1,,,,,,,,,1,2,,1,,,,,,,,2,,,,1,,,,23.747,65.155,95.993,8,1,23,7,2,2, נס ציונה,1,1,רמת הביטחון בשירות הציבורי,7.262,7.262,20.541,1,1,2,6,Figures (CONTROL),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q35|Q37|Q36|Q34|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_cuzKK0HNWrdcnER,Default Response Set,Anonymous,,,87.68.55.77,0,16/12/2015 15:38,16/12/2015 15:47,1,5347354,1,6.895,17.726,18.789,3,1,2,2,3,0.392,7.908,12.088,5,1,2,2,2,4,2,1,4.673,4.673,6.297,1,1,3.887,3.887,5.661,1,3,2.415,3.854,4.652,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.675,29.058,29.96,11,1,,6,2,4,4,1,2,2,1,3,3,3.344,25.464,26.298,6,1,6,3,1,3,,,,,,,1,,,,12.947,31.792,32.66,6,1,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,1,3.857,29.265,36.024,8,1,27,4,3,2,רמת גן,2,1,עירנות האזרחים,8.681,10.87,13.227,2,1,3,2,Figures (CONTROL),Q7|Q8|Q9|Q10|Q11|Q57|Q59,Q28|Q29|Q33|Q37|Q34|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
R_6QYMHn23sRMbw1v,Default Response Set,Anonymous,,,192.114.23.18,0,16/12/2015 15:38,16/12/2015 15:47,1,5346999,1,16.641,36.838,37.899,5,1,3,2,4,4.928,124.908,127.619,15,1,1,3,2,3,5,,,,,,,,,,,,,,,,,1,9.008,9.008,12.158,1,5,3.682,3.682,4.544,1,5,5.358,5.358,7.113,1,4,,,,,,,,,,,,,,,,,4.732,71.492,72.792,14,1,,5,4,7,2,1,7,7,1,5,3,33.544,66.446,67.747,6,1,6,2,1,1,1,,,,,,,,,,5.907,46.736,47.896,6,1,,,,,,,,1,,1,,,,,,,,1,,1,,,,,,,1,3.999,33.694,63.17,9,1,46,7,3,2,רמת גן,2,1,מידת היותי מרוצה משרותים ציבוריים,12.075,20.479,21.26,2,1,9,3,Figures (PLACEBO),Q7|Q8|Q11|Q10|Q9|Q57|Q59,Q28|Q29|Q33|Q37|Q34|Q36|Q35|Q30|Q31|Q32|Q38|Q39|Q40,32.06669617,34.76669312,-1
